id,uw,category,group,notes,tens,id_pref,id_suff,gauge,group_id
FT032,0.00023852,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[48.9, 43.6, 34.6, 27.5, 24.5, 19.4, 15.4, 12.2]",FT,,.032,FT
FT035,0.00027781,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[None, 50.8, 40.3, 32.0, 28.5, 22.6, 18.0, 14.3]",FT,,.035,FT
FT036,0.00029273,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[60.1, 53.5, 42.5, 33.7, 30.1, 23.8, 18.9, 15.0]",FT,,.036,FT
FT039,0.00032904,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[37.9, 33.8, 26.8, 21.3, 16.9, 15.0, 11.9, 9.5]",FT,,.039,FT
FT042,0.00036219,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[41.7, 37.2, 29.5, 23.4, 18.6, 16.6, 13.1, 10.4]",FT,,.042,FT
FT044,0.00041047,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[47.3, 42.1, 33.4, 26.5, 21.1, 18.8, 14.9, 11.8]",FT,,.044,FT
FT045,0.00042603,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[49.1, 43.7, 34.7, 27.5, 21.9, 19.5, 15.5, 12.3]",FT,,.045,FT
FT047,0.00046166,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[37.6, 29.8, 23.7, 21.1, 16.7, 13.3, 11.8, 9.4]",FT,,.047,FT
FT053,0.00055793,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[45.4, 36.1, 28.6, 25.5, 20.2, 16.1, 14.3, 11.4]",FT,,.053,FT
FT056,0.00064108,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[52.2, 41.4, 32.9, 29.3, 23.2, 18.5, 16.4, 13.1]",FT,,.056,FT
BW020,7.862e-05,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 25.6, 20.3, 16.1, 14.4, 11.4, 9.1, 8.1]",BW,,.020,BW
BW021,8.684e-05,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 28.3, 22.5, 17.8, 15.9, 12.6, 10.0, 8.9]",BW,,.021,BW
BW022,9.6e-05,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[39.4, 31.3, 24.8, 19.7, 17.6, 13.9, 11.1, 9.9]",BW,,.022,BW
BW023,0.00010509,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[43.1, 34.2, 27.2, 21.6, 19.2, 15.2, 12.1, 10.8]",BW,,.023,BW
BW024,0.00011353,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 37.0, 29.4, 23.3, 20.8, 16.5, 13.1, 11.7]",BW,,.024,BW
BW025,0.00012339,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 40.2, 31.9, 25.3, 22.6, 17.9, 14.2, 12.7]",BW,,.025,BW
BW026,0.00013253,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 43.2, 34.3, 27.2, 24.2, 19.2, 15.3, 13.6]",BW,,.026,BW
BW027,0.00014397,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 46.9, 37.2, 29.5, 26.3, 20.9, 16.6, 14.8]",BW,,.027,BW
BW029,0.00016838,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[34.6, 30.8, 24.4, 19.4, 17.3, 13.7, 10.9, 8.6]",BW,,.029,BW
BW030,0.00018092,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[37.1, 33.1, 26.2, 20.8, 18.6, 14.7, 11.7, 9.3]",BW,,.030,BW
BW032,0.00020352,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[41.8, 37.2, 29.5, 23.4, 20.9, 16.6, 13.2, 10.4]",BW,,.032,BW
BW034,0.00022752,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[46.7, 41.6, 33.0, 26.2, 23.4, 18.5, 14.7, 11.7]",BW,,.034,BW
BW035,0.00024006,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[49.3, 43.9, 34.8, 27.6, 24.6, 19.6, 15.5, 12.3]",BW,,.035,BW
BW036,0.00025417,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[52.2, 46.5, 36.9, 29.3, 26.1, 20.7, 16.4, 13.0]",BW,,.036,BW
BW039,0.00030063,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[34.6, 30.9, 24.5, 19.4, 15.4, 13.7, 10.9, 8.7]",BW,,.039,BW
BW042,0.00034808,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[40.1, 35.7, 28.4, 22.5, 17.9, 15.9, 12.6, 10.0]",BW,,.042,BW
BW045,0.00040245,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[46.3, 41.3, 32.8, 26.0, 20.6, 18.4, 14.6, 11.6]",BW,,.045,BW
BW047,0.00043634,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[35.5, 28.2, 22.4, 19.9, 15.8, 12.6, 11.2, 8.9]",BW,,.047,BW
BW049,0.00047368,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[38.6, 30.6, 24.3, 21.6, 17.2, 13.6, 12.1, 9.6]",BW,,.049,BW
BW052,0.00053224,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[43.4, 34.4, 27.3, 24.3, 19.3, 15.3, 13.6, 10.8]",BW,,.052,BW
BW053,0.00054852,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[44.7, 35.5, 28.1, 25.1, 19.9, 15.8, 14.1, 11.2]",BW,,.053,BW
BW056,0.00061132,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[49.8, 39.5, 31.4, 27.9, 22.2, 17.6, 15.7, 12.4]",BW,,.056,BW
BW059,0.00068005,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[55.4, 44.0, 34.9, 31.1, 24.7, 19.6, 17.4, 13.8]",BW,,.059,BW
ZW022,9.802e-05,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[40.2, 31.9, 25.3, 20.1, 17.9, 14.2, 11.3, 10.1]",ZW,,.022,ZW
ZW024,0.00011594,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 37.8, 30.0, 23.8, 21.2, 16.8, 13.4, 11.9]",ZW,,.024,ZW
ZW025,0.00012592,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 41.0, 32.6, 25.8, 23.0, 18.3, 14.5, 12.9]",ZW,,.025,ZW
ZW026,0.00013536,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 44.1, 35.0, 27.8, 24.7, 19.6, 15.6, 13.9]",ZW,,.026,ZW
ZW030,0.00018507,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[38.0, 33.8, 26.8, 21.3, 19.0, 15.1, 12.0, 9.5]",ZW,,.030,ZW
ZW032,0.00020839,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[42.8, 38.1, 30.2, 24.0, 21.4, 17.0, 13.5, 10.7]",ZW,,.032,ZW
ZW034,0.00023316,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[47.8, 42.6, 33.8, 26.9, 23.9, 19.0, 15.1, 12.0]",ZW,,.034,ZW
ZW035,0.0002461,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[50.5, 45.0, 35.7, 28.3, 25.3, 20.0, 15.9, 12.6]",ZW,,.035,ZW
ZW036,0.00026045,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[53.4, 47.6, 37.8, 30.0, 26.7, 21.2, 16.8, 13.4]",ZW,,.036,ZW
ZW040,0.00032631,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[37.6, 33.5, 26.6, 21.1, 16.7, 14.9, 11.8, 9.4]",ZW,,.040,ZW
ZW042,0.00035735,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[41.2, 36.7, 29.1, 23.1, 18.3, 16.3, 13.0, 10.3]",ZW,,.042,ZW
ZW044,0.00038985,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[44.9, 40.0, 31.8, 25.2, 20.0, 17.8, 14.1, 11.2]",ZW,,.044,ZW
ZW045,0.00040665,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[46.8, 41.7, 33.1, 26.3, 20.9, 18.6, 14.7, 11.7]",ZW,,.045,ZW
ZW046,0.00042565,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[49.0, 43.7, 34.7, 27.5, 21.8, 19.5, 15.4, 12.3]",ZW,,.046,ZW
ZW050,0.00050824,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[41.4, 32.9, 26.1, 23.2, 18.4, 14.6, 13.0, 10.3]",ZW,,.050,ZW
ZW052,0.00054686,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[44.5, 35.4, 28.1, 25.0, 19.8, 15.7, 14.0, 11.1]",ZW,,.052,ZW
ZW054,0.00058694,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[47.8, 37.9, 30.1, 26.8, 21.3, 16.9, 15.0, 12.0]",ZW,,.054,ZW
ZW056,0.00062847,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[51.2, 40.6, 32.2, 28.7, 22.8, 18.1, 16.1, 12.8]",ZW,,.056,ZW
J4301,2.024e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[16.6, 14.8, 11.8, 9.3, 8.3, 6.6, 5.2, 4.2]",J,,.4301,J
J4302,2.729e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[22.4, 20.0, 15.8, 12.6, 11.2, 8.9, 7.1, 5.6]",J,,.4302,J
J4303,4.525e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[37.1, 33.1, 26.3, 20.8, 18.6, 14.7, 11.7, 9.3]",J,,.4303,J
J4401,2.243e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[18.4, 16.4, 13.0, 10.3, 9.2, 7.3, 5.8, 4.6]",J,,.4401,J
J4402,3.046e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[25.0, 22.3, 17.7, 14.0, 12.5, 9.9, 7.9, 6.3]",J,,.4402,J
J4403,4.989e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[40.9, 36.5, 29.0, 23.0, 20.5, 16.3, 12.9, 10.2]",J,,.4403,J
J4501,2.092e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[17.2, 15.3, 12.1, 9.6, 8.6, 6.8, 5.4, 4.3]",J,,.4501,J
J4502,2.827e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[23.2, 20.7, 16.4, 13.0, 11.6, 9.2, 7.3, 5.8]",J,,.4502,J
J4503,4.679e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[38.4, 34.2, 27.2, 21.6, 19.2, 15.2, 12.1, 9.6]",J,,.4503,J
J4601,2.161e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[17.7, 15.8, 12.5, 10.0, 8.9, 7.0, 5.6, 4.4]",J,,.4601,J
J4602,2.924e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[24.0, 21.4, 17.0, 13.5, 12.0, 9.5, 7.6, 6.0]",J,,.4602,J
J4603,4.795e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[39.4, 35.1, 27.8, 22.1, 19.7, 15.6, 12.4, 9.8]",J,,.4603,J
J4701,2.092e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[17.2, 15.3, 12.1, 9.6, 8.6, 6.8, 5.4, 4.3]",J,,.4701,J
J4702,2.827e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[23.2, 20.7, 16.4, 13.0, 11.6, 9.2, 7.3, 5.8]",J,,.4702,J
J4703,4.679e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[38.4, 34.2, 27.2, 21.6, 19.2, 15.2, 12.1, 9.6]",J,,.4703,J
J4801,2.161e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[17.7, 15.8, 12.5, 10.0, 8.9, 7.0, 5.6, 4.4]",J,,.4801,J
J4802,2.924e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[24.0, 21.4, 17.0, 13.5, 12.0, 9.5, 7.6, 6.0]",J,,.4802,J
J4803,4.795e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[39.4, 35.1, 27.8, 22.1, 19.7, 15.6, 12.4, 9.8]",J,,.4803,J
J5101,2.161e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[17.7, 15.8, 12.5, 10.0, 8.9, 7.0, 5.6, 4.4]",J,,.5101,J
J5102,2.924e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[24.0, 21.4, 17.0, 13.5, 12.0, 9.5, 7.6, 6.0]",J,,.5102,J
J5103,4.795e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[39.4, 35.1, 27.8, 22.1, 19.7, 15.6, 12.4, 9.8]",J,,.5103,J
J4901,2.092e-05,Classical Guitar,Pro•Arté - Laser Select Black Nylon,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[17.2, 15.3, 12.1, 9.6, 8.6, 6.8, 5.4, 4.3]",J,,.4901,J
J4902,2.827e-05,Classical Guitar,Pro•Arté - Laser Select Black Nylon,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[23.2, 20.7, 16.4, 13.0, 11.6, 9.2, 7.3, 5.8]",J,,.4902,J
J4903,4.679e-05,Classical Guitar,Pro•Arté - Laser Select Black Nylon,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[38.4, 34.2, 27.2, 21.6, 19.2, 15.2, 12.1, 9.6]",J,,.4903,J
J5001,2.161e-05,Classical Guitar,Pro•Arté - Laser Select Black Nylon,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[17.7, 15.8, 12.5, 10.0, 8.9, 7.0, 5.6, 4.4]",J,,.5001,J
J5002,2.924e-05,Classical Guitar,Pro•Arté - Laser Select Black Nylon,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[24.0, 21.4, 17.0, 13.5, 12.0, 9.5, 7.6, 6.0]",J,,.5002,J
J5003,4.795e-05,Classical Guitar,Pro•Arté - Laser Select Black Nylon,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[39.4, 35.1, 27.8, 22.1, 19.7, 15.6, 12.4, 9.8]",J,,.5003,J
J4304,0.00010203,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[14.8, 11.7, 10.5, 8.3, 6.6, 5.2, 4.7, 3.7]",J,,.4304,J
J4305,0.00015347,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, 17.7, 15.8, 12.5, 9.9, 7.9, 7.0, 5.6]",J,,.4305,J
J4306,0.00028881,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, 23.5, 18.7, 14.8, 13.2, 10.5]",J,,.4306,J
J4404,0.00011237,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[16.3, 12.9, 11.5, 9.2, 7.3, 5.8, 5.1, 4.1]",J,,.4404,J
J4405,0.00019521,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 20.0, 15.9, 12.6, 10.0, 8.9, 7.1]",J,,.4405,J
J4406,0.00034351,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, None, None, 17.6, 15.7, 12.5]",J,,.4406,J
J4504,0.00010754,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[15.6, 12.4, 11.0, 8.8, 7.0, 5.5, 4.9, 3.9]",J,,.4504,J
J4505,0.00018416,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 18.9, 15.0, 11.9, 9.4, 8.4, 6.7]",J,,.4505,J
J4506,0.00030632,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, None, 19.8, 15.7, 14.0, 11.1]",J,,.4506,J
J4604,0.00011237,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[16.3, 12.9, 11.5, 9.2, 7.3, 5.8, 5.1, 4.1]",J,,.4604,J
J4605,0.00019521,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 20.0, 15.9, 12.6, 10.0, 8.9, 7.1]",J,,.4605,J
J4606,0.00031726,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, None, 20.5, 16.3, 14.5, 11.5]",J,,.4606,J
J4904,0.00010754,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[15.6, 12.4, 11.0, 8.8, 7.0, 5.5, 4.9, 3.9]",J,,.4904,J
J4905,0.00018416,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 18.9, 15.0, 11.9, 9.4, 8.4, 6.7]",J,,.4905,J
J4906,0.00030632,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, None, 19.8, 15.7, 14.0, 11.1]",J,,.4906,J
J5004,0.00011237,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[16.3, 12.9, 11.5, 9.2, 7.3, 5.8, 5.1, 4.1]",J,,.5004,J
J5005,0.00019521,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 20.0, 15.9, 12.6, 10.0, 8.9, 7.1]",J,,.5005,J
J5006,0.00031726,Classical Guitar,Pro•Arté - Silverplated Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, None, 20.5, 16.3, 14.5, 11.5]",J,,.5006,J
J5104,0.00013029,Classical Guitar,Pro•Arté - Flat Silverplated Copper Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[18.9, 15.0, 13.4, 10.6, 8.4, 6.7, 6.0, 4.7]",J,,.5104,J
J5105,0.00020135,Classical Guitar,Pro•Arté - Flat Silverplated Copper Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 20.7, 16.4, 13.0, 10.3, 9.2, 7.3]",J,,.5105,J
J5106,0.00035008,Classical Guitar,Pro•Arté - Flat Silverplated Copper Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, None, None, 18.0, 16.0, 12.7]",J,,.5106,J
J4704,0.00010616,Classical Guitar,Pro•Arté - 80/20 Brass Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[15.4, 12.2, 10.9, 8.6, 6.9, 5.4, 4.9, 3.8]",J,,.4704,J
J4705,0.00017311,Classical Guitar,Pro•Arté - 80/20 Brass Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, 19.9, 17.8, 14.1, 11.2, 8.9, 7.9, 6.3]",J,,.4705,J
J4706,0.000291,Classical Guitar,Pro•Arté - 80/20 Brass Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, None, 18.8, 14.9, 13.3, 10.6]",J,,.4706,J
J4804,0.00011237,Classical Guitar,Pro•Arté - 80/20 Brass Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[16.3, 12.9, 11.5, 9.2, 7.3, 5.8, 5.1, 4.1]",J,,.4804,J
J4805,0.00018171,Classical Guitar,Pro•Arté - 80/20 Brass Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 18.7, 14.8, 11.7, 9.3, 8.3, 6.6]",J,,.4805,J
J4806,0.00030632,Classical Guitar,Pro•Arté - 80/20 Brass Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, None, 19.8, 15.7, 14.0, 11.1]",J,,.4806,J
